seed	phenomenon	figure_stem	label	title	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_choice_word_order	anc_iv_order	anc_tv_order	n_pairs	accuracy	ties	tie_rate	mean_delta_good_minus_bad	score_mode
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	1.0	0	0.0	4.206285762786865	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	1.0	0	0.0	4.262627620697021	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	3.239493579864502	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	3.0219603300094606	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	3.2812641310691832	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	1.0	0	0.0	3.6403157567977904	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	SV	AVP	100	1.0	0	0.0	3.1458399176597593	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	1.0	0	0.0	3.583163959980011	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	1.0	0	0.0	3.3612316179275514	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	1.0	0	0.0	3.2937817931175233	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos	VS	VPA	100	1.0	0	0.0	5.139059915542602	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo	SV	AVP	100	1.0	0	0.0	5.269428622722626	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov	SV	PVA	100	1.0	0	0.0	5.316395764350891	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo	SV	AVP	100	1.0	0	0.0	5.02390702009201	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos	VS	VPA	100	1.0	0	0.0	6.03643474817276	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo	SV	AVP	100	1.0	0	0.0	5.7942990732193	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov	SV	PVA	100	1.0	0	0.0	5.841371796131134	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo	SV	AVP	100	1.0	0	0.0	5.898533854484558	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos	VS	VPA	100	1.0	0	0.0	5.199138491153717	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo	SV	AVP	100	1.0	0	0.0	5.216229758262634	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov	SV	PVA	100	1.0	0	0.0	5.422741694450378	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	1.0	0	0.0	5.504299652576447	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	VS	VPA	100	1.0	0	0.0	5.736128699779511	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	1.0	0	0.0	6.186593217849731	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	1.0	0	0.0	6.0929482197761535	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	1.0	0	0.0	5.900626716613769	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	VS	VPA	100	1.0	0	0.0	4.57378378868103	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	4.472376656532288	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	4.635872821807862	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	1.0	0	0.0	4.345727407932282	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	VS	VPA	100	1.0	0	0.0	5.32455374956131	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	1.0	0	0.0	5.4216744589805606	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	1.0	0	0.0	5.174910430908203	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	1.0	0	0.0	5.279412126541137	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos	VS	VPA	100	1.0	0	0.0	5.066896593570709	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	4.970144534111023	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	4.888605742454529	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	1.0	0	0.0	5.091756587028503	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos	VS	VPA	100	1.0	0	0.0	5.696215081214905	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	1.0	0	0.0	5.779038405418396	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	1.0	0	0.0	5.813320784568787	bos_eos
seed_43	1_3_intran_SV_order	03_1_3_intran_SV_order	fig:heatmap-3-intran-sv-order	1.3 Intransitive S--V order	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	1.0	0	0.0	5.782825429439544	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov	SV	APV	100	1.0	0	0.0	1.8723640465736389	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov	SV	APV	100	1.0	0	0.0	1.9327349662780762	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov	SV	APV	100	1.0	0	0.0	2.018545939922333	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov	SV	APV	100	1.0	0	0.0	2.056647045612335	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov	SV	APV	100	1.0	0	0.0	1.7780272078514099	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov	SV	APV	100	1.0	0	0.0	1.5847989058494567	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov	SV	APV	100	1.0	0	0.0	1.752594211101532	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov	SV	APV	100	1.0	0	0.0	1.9365551161766053	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov	SV	APV	100	1.0	0	0.0	1.9495428013801575	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov	SV	APV	100	1.0	0	0.0	2.0421755170822142	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov	SV	APV	100	1.0	0	0.0	2.0351288866996766	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov	SV	APV	100	1.0	0	0.0	2.0332229208946226	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov	SV	APV	100	1.0	0	0.0	1.6823840951919555	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov	SV	APV	100	1.0	0	0.0	1.57026216506958	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov	SV	APV	100	1.0	0	0.0	1.5821520733833312	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov	SV	APV	100	1.0	0	0.0	1.6781527161598206	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov	SV	APV	100	1.0	0	0.0	1.8150974225997925	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs	VS	PVA	100	1.0	0	0.0	1.9384452533721923	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos	VS	AVP	100	1.0	0	0.0	2.055472915172577	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs	VS	PVA	100	1.0	0	0.0	1.7605001974105834	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov	SV	APV	100	1.0	0	0.0	1.7224455404281616	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs	VS	PVA	100	1.0	0	0.0	1.5386106944084168	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos	VS	AVP	100	1.0	0	0.0	1.6547172832489014	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs	VS	PVA	100	1.0	0	0.0	1.7578555345535278	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov	SV	APV	100	1.0	0	0.0	1.7692630410194397	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs	VS	PVA	100	1.0	0	0.0	1.8368546152114869	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos	VS	AVP	100	1.0	0	0.0	1.845949215888977	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs	VS	PVA	100	1.0	0	0.0	1.8388617515563965	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov	SV	APV	100	1.0	0	0.0	1.6258350586891175	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs	VS	PVA	100	1.0	0	0.0	1.4343506050109864	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos	VS	AVP	100	1.0	0	0.0	1.7685319757461548	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs	VS	PVA	100	1.0	0	0.0	1.7129912090301513	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	2.295288412570953	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo	SV	AVP	100	1.0	0	0.0	2.166516833305359	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov	SV	PVA	100	1.0	0	0.0	2.6015469455718994	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo	SV	AVP	100	1.0	0	0.0	2.4527060437202453	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo	SV	AVP	100	0.98	0	0.0	0.7632154583930969	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo	SV	AVP	100	0.99	0	0.0	0.8693816113471985	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov	SV	PVA	100	0.99	0	0.0	0.8793282198905945	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo	SV	AVP	100	0.99	0	0.0	0.8437939882278442	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	1.6829427552223206	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo	SV	AVP	100	1.0	0	0.0	1.7659353637695312	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov	SV	PVA	100	1.0	0	0.0	2.233909771442413	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	1.0	0	0.0	2.046145794391632	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo	SV	AVP	100	0.99	0	0.0	0.7152734422683715	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	0.95	0	0.0	0.7290044975280762	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	0.98	0	0.0	0.7143877959251403	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	0.99	0	0.0	0.6977271676063538	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	2.1337216019630434	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	2.3331759333610536	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	2.6521651673316957	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	1.0	0	0.0	2.41458354473114	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo	SV	AVP	100	0.98	0	0.0	0.8738731479644776	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	1.0	0	0.0	0.8838980841636658	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	0.99	0	0.0	0.8968932175636292	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	1.0	0	0.0	0.8387110567092896	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	1.846054766178131	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	1.8022269892692566	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	1.9939654302597045	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	1.0	0	0.0	2.172498097419739	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	SV	AVP	100	1.0	0	0.0	0.7425690007209778	bos_eos
seed_43	1_4_tran_V_form	04_1_4_tran_V_form	fig:heatmap-4-tran-v-form	1.4 Transitive finite verb form	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	0.99	0	0.0	0.7348993706703186	bos_eos
