phenomenon	figure_stem	label	title	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_choice_word_order	anc_iv_order	anc_tv_order	n_pairs	bad_parse	bad_parse_rate
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	93	0.93
1_10_tran_V_valency	10_1_10_tran_V_valency	fig:heatmap-10-tran-v-valency	1.10 Transitive V valency	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	93	0.93
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs	VS	PVA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos	VS	AVP	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs	VS	PVA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov	SV	APV	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs	VS	PVA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos	VS	AVP	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs	VS	PVA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs	VS	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos	VS	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs	VS	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov	SV	APV	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs	VS	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos	VS	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs	VS	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov	SV	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov	SV	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov	SV	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo	SV	AVP	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov	SV	PVA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo	SV	AVP	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo	SV	AVP	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov	SV	PVA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo	SV	AVP	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov	SV	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	0	0.0
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	48	0.48
2_1_intran_gen_marker	11_2_1_intran_gen_marker	fig:heatmap-11-intran-gen-marker	2.1 Intransitive genitive marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	48	0.48
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov	SV	APV	100	0	0.0
2_2_tran_gen_marker	12_2_2_tran_gen_marker	fig:heatmap-12-tran-gen-marker	2.2 Transitive genitive marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov	SV	APV	100	0	0.0
